"Pseudotime","SMC_Subtype"
5.7067655444665,"SMC1"
9.62727118878834,"SMC1"
4.25651184828015,"SMC1"
3.71861015035283,"SMC1"
5.95466148181562,"SMC1"
2.83253297485148,"SMC1"
9.96542218850593,"SMC1"
8.61843766635574,"SMC1"
3.7284761005064,"SMC1"
9.83853469588649,"SMC1"
2.21179094103746,"SMC1"
11.3274442438148,"SMC2"
13.4736480631782,"SMC5"
8.74417138130981,"SMC1"
8.25696355362537,"SMC1"
14.1912595716109,"SMC5"
8.85924052536214,"SMC1"
4.05952761665236,"SMC1"
12.5739343888275,"SMC1"
2.85662621504158,"SMC1"
8.0757777622012,"SMC1"
3.34145714246577,"SMC1"
8.77498713080398,"SMC1"
8.92688190974989,"SMC1"
8.68986423883258,"SMC1"
9.23496031949256,"SMC1"
2.1252704463637,"SMC1"
9.85793300594875,"SMC1"
6.15587059890789,"SMC1"
4.29536286931127,"SMC1"
6.96398529761453,"SMC1"
7.78512101247502,"SMC1"
0.56955651843743,"SMC1"
3.98846315220013,"SMC1"
7.85588309304567,"SMC1"
5.8636407539905,"SMC1"
8.9824296709807,"SMC2"
9.820675257961,"SMC4"
14.3212636873722,"SMC5"
10.213027123289,"SMC1"
8.83519272765485,"SMC1"
8.6898642749648,"SMC1"
2.89082812200415,"SMC1"
10.429282529529,"SMC1"
9.01894183548109,"SMC1"
3.78937283304091,"SMC1"
8.57521411628279,"SMC1"
8.89272483478681,"SMC5"
8.80700128352569,"SMC2"
3.26062720210726,"SMC1"
4.87744552752552,"SMC1"
4.57635191934097,"SMC1"
7.77246811305862,"SMC1"
2.0995572776943,"SMC1"
2.53122687093631,"SMC1"
9.11750843205773,"SMC2"
7.84125851954671,"SMC1"
9.70861282163424,"SMC2"
10.1729800310609,"SMC1"
8.39555033135711,"SMC1"
8.74926829567862,"SMC1"
6.95590761428309,"SMC1"
5.32434787941916,"SMC1"
10.4058360127898,"SMC1"
8.61843770248796,"SMC2"
8.81732419244634,"SMC1"
7.58256978490179,"SMC1"
7.6841775183395,"SMC1"
7.68443558977677,"SMC1"
10.2456613845312,"SMC1"
12.5913176902821,"SMC1"
5.24578839200655,"SMC1"
3.91572541948391,"SMC1"
6.60279344576701,"SMC1"
2.44728072196948,"SMC1"
14.1912596077431,"SMC5"
10.1578280785671,"SMC1"
8.37508178519461,"SMC1"
9.71098062036888,"SMC1"
4.41484551164677,"SMC1"
8.61843773862018,"SMC1"
6.59993748143183,"SMC1"
2.39945046976357,"SMC1"
5.03176838984157,"SMC1"
6.18592727077934,"SMC1"
8.01513606791143,"SMC1"
14.4568429079228,"SMC5"
3.95392055996947,"SMC1"
10.365993803231,"SMC1"
9.00785139089454,"SMC1"
11.2377821082626,"SMC1"
3.55493068730082,"SMC1"
8.31568983697673,"SMC1"
8.64075721724065,"SMC1"
8.87774350638149,"SMC1"
10.5257132485725,"SMC1"
3.02709915610402,"SMC1"
5.96121224109938,"SMC1"
8.36459310122337,"SMC1"
9.49691741663027,"SMC1"
9.11608955176127,"SMC1"
3.20569671055959,"SMC1"
8.76900466748378,"SMC2"
9.36381110422781,"SMC1"
7.38669107423247,"SMC1"
6.83049848777739,"SMC1"
8.71992931499613,"SMC1"
11.4828355062817,"SMC1"
2.94859670665758,"SMC1"
9.49658304639572,"SMC1"
5.45983469417836,"SMC1"
8.04942196736978,"SMC1"
9.95513950004227,"SMC1"
10.2109125762032,"SMC1"
2.77209394601574,"SMC1"
10.5257132847047,"SMC1"
2.9485967427898,"SMC1"
8.55621502315385,"SMC2"
13.7884840090349,"SMC5"
8.51616802022389,"SMC1"
2.19287194259719,"SMC1"
12.0619506664802,"SMC4"
7.0113869983772,"SMC1"
3.80761456695748,"SMC1"
11.5431519482165,"SMC1"
6.19223462486495,"SMC1"
8.68986431109702,"SMC1"
5.33409538072884,"SMC1"
6.2350538336123,"SMC1"
3.08181806278338,"SMC1"
8.79300177042794,"SMC1"
5.68921982487774,"SMC1"
6.5863646147604,"SMC1"
8.73752921322833,"SMC1"
1.66701940355579,"SMC1"
8.75639489894126,"SMC1"
2.69305245751747,"SMC1"
11.160947310887,"SMC1"
9.12460148415555,"SMC1"
8.98242970711293,"SMC2"
4.25651188441237,"SMC1"
10.0449767549339,"SMC1"
8.6184377747524,"SMC1"
3.72523235585173,"SMC1"
9.00434216695759,"SMC1"
9.71030595399388,"SMC2"
11.2548420731325,"SMC2"
8.68986434722924,"SMC1"
8.79912657371992,"SMC1"
3.35180978178332,"SMC1"
13.7884840451671,"SMC5"
6.79512467543946,"SMC1"
3.54907181125697,"SMC1"
6.62442476999638,"SMC1"
6.55978020198972,"SMC1"
6.42922035123052,"SMC1"
3.90237647509831,"SMC1"
2.21179097716968,"SMC1"
4.43823186880024,"SMC1"
3.06798249132449,"SMC1"
2.8749671730151,"SMC1"
4.84922210235122,"SMC1"
8.96804204363556,"SMC1"
10.8388304484682,"SMC1"
8.61843781088463,"SMC2"
4.09783024971584,"SMC1"
8.80174410969968,"SMC1"
6.64481319126465,"SMC1"
8.80742430179494,"SMC1"
9.12063199269554,"SMC2"
4.22759945923499,"SMC1"
2.70476380339567,"SMC1"
2.09911212351488,"SMC1"
4.25651192054459,"SMC1"
1.37446611201249,"SMC1"
10.0231967791896,"SMC1"
1.53131849811765,"SMC1"
6.64038073330206,"SMC1"
3.20906595043827,"SMC1"
6.16576457524548,"SMC1"
11.1382334271176,"SMC1"
5.75770854685482,"SMC1"
3.30987389151795,"SMC1"
6.58670213481773,"SMC1"
9.73902806317803,"SMC2"
8.65753188782533,"SMC1"
2.17410857042423,"SMC1"
0.776876965771387,"SMC1"
4.78097416320744,"SMC1"
8.55506115431169,"SMC1"
9.25110908021733,"SMC1"
8.35772651684155,"SMC1"
11.5431519843488,"SMC2"
8.87628581119955,"SMC1"
8.61843784701685,"SMC2"
9.1471799086441,"SMC1"
5.4043145823434,"SMC1"
3.56872844319651,"SMC1"
6.96093113898272,"SMC1"
